Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,all_symptoms
Deviated Septum,nosebleeds,difficulty_swallowing,headache,ear_fullness,fever,redness_ear_canal,postnasal_drip,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'headache', 'ear_fullness', 'fever', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,ear_itching,loss_of_voice,hearing_difficulty,ear_fullness,red_tonsils,redness_ear_canal,itchy_throat,loss_of_smell,"['ear_itching', 'loss_of_voice', 'hearing_difficulty', 'ear_fullness', 'red_tonsils', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ringing_in_ears,loss_of_voice,fever,dry_cough,snoring,postnasal_drip,ear_tugging,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'fever', 'dry_cough', 'snoring', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Epistaxis,nosebleeds,ear_pain,itchy_nose,pus_discharge,nasal_congestion,loss_of_balance,headache,loss_of_smell,"['nosebleeds', 'ear_pain', 'itchy_nose', 'pus_discharge', 'nasal_congestion', 'loss_of_balance', 'headache', 'loss_of_smell']"
Laryngitis,ringing_in_ears,headache,sore_throat,blood_in_nasal_discharge,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['ringing_in_ears', 'headache', 'sore_throat', 'blood_in_nasal_discharge', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tinnitus,ear_pain,recurrent_sinus_infections,fever,fluid_discharge,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'fever', 'fluid_discharge', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tinnitus,sneezing,crusting_in_nose,facial_pain,disturbed_sleep,nasal_congestion,fatigue,itchy_throat,loss_of_smell,"['sneezing', 'crusting_in_nose', 'facial_pain', 'disturbed_sleep', 'nasal_congestion', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,ringing_in_ears,headache,fever,swollen_lymph_nodes,red_tonsils,fatigue,ear_tugging,loss_of_smell,"['ringing_in_ears', 'headache', 'fever', 'swollen_lymph_nodes', 'red_tonsils', 'fatigue', 'ear_tugging', 'loss_of_smell']"
Tinnitus,vertigo,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,throat_irritation,loss_of_balance,ear_tugging,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'throat_irritation', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Allergic Rhinitis,sneezing,recurrent_sinus_infections,itchy_nose,blood_in_nasal_discharge,irritability,breathing_difficulty,postnasal_drip,loss_of_smell,"['sneezing', 'recurrent_sinus_infections', 'itchy_nose', 'blood_in_nasal_discharge', 'irritability', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,vertigo,recurrent_sinus_infections,swelling_ear_canal,disturbed_sleep,snoring,white_patches_throat,itchy_throat,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'disturbed_sleep', 'snoring', 'white_patches_throat', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,nosebleeds,recurrent_sinus_infections,headache,ear_fullness,irritability,postnasal_drip,itchy_throat,loss_of_smell,"['nosebleeds', 'recurrent_sinus_infections', 'headache', 'ear_fullness', 'irritability', 'postnasal_drip', 'itchy_throat', 'loss_of_smell']"
Laryngitis,nasal_congestion,crusting_in_nose,itchy_nose,dry_cough,nausea,breathing_difficulty,headache,loss_of_smell,"['nasal_congestion', 'crusting_in_nose', 'itchy_nose', 'dry_cough', 'nausea', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Tinnitus,vertigo,recurrent_sinus_infections,swelling_ear_canal,swollen_lymph_nodes,throat_irritation,loss_of_balance,ear_tugging,loss_of_smell,"['vertigo', 'recurrent_sinus_infections', 'swelling_ear_canal', 'swollen_lymph_nodes', 'throat_irritation', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,vertigo,headache,fever,thick_nasal_discharge,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['vertigo', 'headache', 'fever', 'thick_nasal_discharge', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,nasal_congestion,buzzing_in_ears,swelling_ear_canal,facial_pain,nausea,loss_of_balance,itchy_throat,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'swelling_ear_canal', 'facial_pain', 'nausea', 'loss_of_balance', 'itchy_throat', 'loss_of_smell']"
Sinusitis,nasal_congestion,tinnitus,hearing_difficulty,blood_in_nasal_discharge,throat_irritation,white_patches_throat,loss_of_balance,loss_of_smell,"['nasal_congestion', 'tinnitus', 'hearing_difficulty', 'blood_in_nasal_discharge', 'throat_irritation', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,sore_throat,tinnitus,swelling_ear_canal,blood_in_nasal_discharge,irritability,loss_of_balance,headache,loss_of_smell,"['sore_throat', 'tinnitus', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'irritability', 'loss_of_balance', 'headache', 'loss_of_smell']"
Epistaxis,hoarseness,difficulty_swallowing,sore_throat,swollen_lymph_nodes,red_tonsils,postnasal_drip,headache,loss_of_smell,"['hoarseness', 'difficulty_swallowing', 'sore_throat', 'swollen_lymph_nodes', 'red_tonsils', 'postnasal_drip', 'headache', 'loss_of_smell']"
Otitis Externa,sneezing,ear_pain,sore_throat,disturbed_sleep,fever,redness_ear_canal,postnasal_drip,loss_of_smell,"['sneezing', 'ear_pain', 'sore_throat', 'disturbed_sleep', 'fever', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,sore_throat,tinnitus,hearing_difficulty,facial_pain,nasal_congestion,breathing_difficulty,postnasal_drip,loss_of_smell,"['sore_throat', 'tinnitus', 'hearing_difficulty', 'facial_pain', 'nasal_congestion', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ear_pain,tinnitus,hearing_loss,thick_nasal_discharge,fever,breathing_difficulty,headache,loss_of_smell,"['ear_pain', 'tinnitus', 'hearing_loss', 'thick_nasal_discharge', 'fever', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Tinnitus,ear_pain,headache,hearing_difficulty,facial_pain,hearing_difficulty,fatigue,itchy_throat,loss_of_smell,"['ear_pain', 'headache', 'hearing_difficulty', 'facial_pain', 'hearing_difficulty', 'fatigue', 'itchy_throat', 'loss_of_smell']"
Allergic Rhinitis,sneezing,crusting_in_nose,facial_pain,watery_eyes,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['sneezing', 'crusting_in_nose', 'facial_pain', 'watery_eyes', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,hoarseness,headache,itchy_nose,blood_in_nasal_discharge,throat_irritation,white_patches_throat,postnasal_drip,loss_of_smell,"['hoarseness', 'headache', 'itchy_nose', 'blood_in_nasal_discharge', 'throat_irritation', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ringing_in_ears,buzzing_in_ears,sore_throat,pus_discharge,hearing_difficulty,vomiting,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'sore_throat', 'pus_discharge', 'hearing_difficulty', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,nasal_congestion,tinnitus,swelling_ear_canal,facial_pain,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['nasal_congestion', 'tinnitus', 'swelling_ear_canal', 'facial_pain', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,ear_pain,difficulty_swallowing,hearing_difficulty,ear_fullness,nasal_congestion,white_patches_throat,headache,loss_of_smell,"['ear_pain', 'difficulty_swallowing', 'hearing_difficulty', 'ear_fullness', 'nasal_congestion', 'white_patches_throat', 'headache', 'loss_of_smell']"
Tonsillitis,ringing_in_ears,ear_pain,hearing_loss,pus_discharge,irritability,white_patches_throat,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'ear_pain', 'hearing_loss', 'pus_discharge', 'irritability', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,ear_pain,crusting_in_nose,sore_throat,watery_eyes,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_pain', 'crusting_in_nose', 'sore_throat', 'watery_eyes', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,vertigo,fever,nasal_irritation,dry_cough,hearing_difficulty,breathing_difficulty,loss_of_balance,loss_of_smell,"['vertigo', 'fever', 'nasal_irritation', 'dry_cough', 'hearing_difficulty', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,hoarseness,fever,sore_throat,disturbed_sleep,nasal_congestion,breathing_difficulty,postnasal_drip,loss_of_smell,"['hoarseness', 'fever', 'sore_throat', 'disturbed_sleep', 'nasal_congestion', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,nasal_congestion,buzzing_in_ears,sore_throat,swollen_lymph_nodes,fever,redness_ear_canal,ear_tugging,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'sore_throat', 'swollen_lymph_nodes', 'fever', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,hoarseness,loss_of_voice,hearing_difficulty,facial_pain,nausea,redness_ear_canal,loss_of_balance,loss_of_smell,"['hoarseness', 'loss_of_voice', 'hearing_difficulty', 'facial_pain', 'nausea', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,sore_throat,crusting_in_nose,swelling_ear_canal,watery_eyes,snoring,breathing_difficulty,loss_of_balance,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'snoring', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,vertigo,loss_of_voice,fever,fluid_discharge,nausea,redness_ear_canal,ear_tugging,loss_of_smell,"['vertigo', 'loss_of_voice', 'fever', 'fluid_discharge', 'nausea', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Deviated Septum,nasal_obstruction,crusting_in_nose,hearing_difficulty,swollen_lymph_nodes,nasal_congestion,redness_ear_canal,headache,loss_of_smell,"['nasal_obstruction', 'crusting_in_nose', 'hearing_difficulty', 'swollen_lymph_nodes', 'nasal_congestion', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Media,vertigo,ear_pain,itchy_nose,pus_discharge,irritability,fatigue,postnasal_drip,loss_of_smell,"['vertigo', 'ear_pain', 'itchy_nose', 'pus_discharge', 'irritability', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Epistaxis,ear_pain,ear_pain,itchy_nose,fluid_discharge,nausea,breathing_difficulty,headache,loss_of_smell,"['ear_pain', 'ear_pain', 'itchy_nose', 'fluid_discharge', 'nausea', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Tonsillitis,nasal_congestion,tinnitus,fever,facial_pain,nasal_congestion,redness_ear_canal,postnasal_drip,loss_of_smell,"['nasal_congestion', 'tinnitus', 'fever', 'facial_pain', 'nasal_congestion', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,sneezing,ear_pain,sore_throat,disturbed_sleep,fever,redness_ear_canal,postnasal_drip,loss_of_smell,"['sneezing', 'ear_pain', 'sore_throat', 'disturbed_sleep', 'fever', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,ear_itching,crusting_in_nose,hearing_difficulty,fluid_discharge,fever,loss_of_balance,postnasal_drip,loss_of_smell,"['ear_itching', 'crusting_in_nose', 'hearing_difficulty', 'fluid_discharge', 'fever', 'loss_of_balance', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,hoarseness,loss_of_voice,sore_throat,thick_nasal_discharge,fever,white_patches_throat,loss_of_balance,loss_of_smell,"['hoarseness', 'loss_of_voice', 'sore_throat', 'thick_nasal_discharge', 'fever', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Sinusitis,ringing_in_ears,fever,hearing_loss,facial_pain,snoring,white_patches_throat,ear_tugging,loss_of_smell,"['ringing_in_ears', 'fever', 'hearing_loss', 'facial_pain', 'snoring', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Otitis Media,ringing_in_ears,difficulty_swallowing,facial_pain,facial_pain,fever,white_patches_throat,postnasal_drip,loss_of_smell,"['ringing_in_ears', 'difficulty_swallowing', 'facial_pain', 'facial_pain', 'fever', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,ringing_in_ears,buzzing_in_ears,facial_pain,dry_cough,hearing_difficulty,postnasal_drip,headache,loss_of_smell,"['ringing_in_ears', 'buzzing_in_ears', 'facial_pain', 'dry_cough', 'hearing_difficulty', 'postnasal_drip', 'headache', 'loss_of_smell']"
Epistaxis,sneezing,buzzing_in_ears,itchy_nose,dry_cough,irritability,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'itchy_nose', 'dry_cough', 'irritability', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,nosebleeds,loss_of_voice,nasal_irritation,fluid_discharge,nausea,postnasal_drip,postnasal_drip,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'nasal_irritation', 'fluid_discharge', 'nausea', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Tinnitus,nasal_congestion,recurrent_sinus_infections,itchy_nose,disturbed_sleep,irritability,redness_ear_canal,ear_tugging,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'itchy_nose', 'disturbed_sleep', 'irritability', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
Otitis Media,nosebleeds,loss_of_voice,swelling_ear_canal,fluid_discharge,snoring,redness_ear_canal,itchy_throat,loss_of_smell,"['nosebleeds', 'loss_of_voice', 'swelling_ear_canal', 'fluid_discharge', 'snoring', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Epistaxis,nosebleeds,crusting_in_nose,facial_pain,swollen_lymph_nodes,irritability,redness_ear_canal,postnasal_drip,loss_of_smell,"['nosebleeds', 'crusting_in_nose', 'facial_pain', 'swollen_lymph_nodes', 'irritability', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Laryngitis,nasal_congestion,fever,facial_pain,ear_fullness,nasal_congestion,redness_ear_canal,itchy_throat,loss_of_smell,"['nasal_congestion', 'fever', 'facial_pain', 'ear_fullness', 'nasal_congestion', 'redness_ear_canal', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,nasal_congestion,tinnitus,fever,facial_pain,nasal_congestion,redness_ear_canal,postnasal_drip,loss_of_smell,"['nasal_congestion', 'tinnitus', 'fever', 'facial_pain', 'nasal_congestion', 'redness_ear_canal', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,ringing_in_ears,recurrent_sinus_infections,itchy_nose,watery_eyes,nasal_congestion,vomiting,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'recurrent_sinus_infections', 'itchy_nose', 'watery_eyes', 'nasal_congestion', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,nosebleeds,crusting_in_nose,facial_pain,ear_fullness,hearing_difficulty,redness_ear_canal,loss_of_balance,loss_of_smell,"['nosebleeds', 'crusting_in_nose', 'facial_pain', 'ear_fullness', 'hearing_difficulty', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Epistaxis,ear_itching,runny_nose,facial_pain,blood_in_nasal_discharge,nasal_congestion,postnasal_drip,ear_tugging,loss_of_smell,"['ear_itching', 'runny_nose', 'facial_pain', 'blood_in_nasal_discharge', 'nasal_congestion', 'postnasal_drip', 'ear_tugging', 'loss_of_smell']"
Otitis Media,hoarseness,recurrent_sinus_infections,headache,thick_nasal_discharge,hearing_difficulty,vomiting,itchy_throat,loss_of_smell,"['hoarseness', 'recurrent_sinus_infections', 'headache', 'thick_nasal_discharge', 'hearing_difficulty', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,nasal_congestion,tinnitus,facial_pain,dry_cough,throat_irritation,postnasal_drip,headache,loss_of_smell,"['nasal_congestion', 'tinnitus', 'facial_pain', 'dry_cough', 'throat_irritation', 'postnasal_drip', 'headache', 'loss_of_smell']"
Otitis Externa,ear_pain,recurrent_sinus_infections,swelling_ear_canal,pus_discharge,fever,fatigue,headache,loss_of_smell,"['ear_pain', 'recurrent_sinus_infections', 'swelling_ear_canal', 'pus_discharge', 'fever', 'fatigue', 'headache', 'loss_of_smell']"
Epistaxis,ear_itching,tinnitus,hearing_difficulty,dry_cough,throat_irritation,loss_of_balance,loss_of_balance,loss_of_smell,"['ear_itching', 'tinnitus', 'hearing_difficulty', 'dry_cough', 'throat_irritation', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,nasal_congestion,crusting_in_nose,itchy_nose,dry_cough,nausea,breathing_difficulty,headache,loss_of_smell,"['nasal_congestion', 'crusting_in_nose', 'itchy_nose', 'dry_cough', 'nausea', 'breathing_difficulty', 'headache', 'loss_of_smell']"
Laryngitis,sneezing,buzzing_in_ears,sore_throat,blood_in_nasal_discharge,nausea,fatigue,postnasal_drip,loss_of_smell,"['sneezing', 'buzzing_in_ears', 'sore_throat', 'blood_in_nasal_discharge', 'nausea', 'fatigue', 'postnasal_drip', 'loss_of_smell']"
Epistaxis,sneezing,fever,nasal_irritation,facial_pain,hearing_difficulty,breathing_difficulty,loss_of_balance,loss_of_smell,"['sneezing', 'fever', 'nasal_irritation', 'facial_pain', 'hearing_difficulty', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,sore_throat,tinnitus,swelling_ear_canal,blood_in_nasal_discharge,irritability,loss_of_balance,headache,loss_of_smell,"['sore_throat', 'tinnitus', 'swelling_ear_canal', 'blood_in_nasal_discharge', 'irritability', 'loss_of_balance', 'headache', 'loss_of_smell']"
Tinnitus,hoarseness,ear_pain,nasal_irritation,swollen_lymph_nodes,fever,vomiting,headache,loss_of_smell,"['hoarseness', 'ear_pain', 'nasal_irritation', 'swollen_lymph_nodes', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Meniere’s Disease,sore_throat,difficulty_swallowing,nasal_irritation,ear_fullness,nasal_congestion,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'difficulty_swallowing', 'nasal_irritation', 'ear_fullness', 'nasal_congestion', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Laryngitis,nasal_obstruction,tinnitus,fever,watery_eyes,snoring,white_patches_throat,ear_tugging,loss_of_smell,"['nasal_obstruction', 'tinnitus', 'fever', 'watery_eyes', 'snoring', 'white_patches_throat', 'ear_tugging', 'loss_of_smell']"
Meniere’s Disease,ringing_in_ears,loss_of_voice,facial_pain,fluid_discharge,fever,loss_of_balance,loss_of_balance,loss_of_smell,"['ringing_in_ears', 'loss_of_voice', 'facial_pain', 'fluid_discharge', 'fever', 'loss_of_balance', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Tonsillitis,nosebleeds,buzzing_in_ears,nasal_irritation,ear_fullness,throat_irritation,postnasal_drip,postnasal_drip,loss_of_smell,"['nosebleeds', 'buzzing_in_ears', 'nasal_irritation', 'ear_fullness', 'throat_irritation', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Sinusitis,nosebleeds,difficulty_swallowing,hearing_difficulty,watery_eyes,irritability,fatigue,loss_of_balance,loss_of_smell,"['nosebleeds', 'difficulty_swallowing', 'hearing_difficulty', 'watery_eyes', 'irritability', 'fatigue', 'loss_of_balance', 'loss_of_smell']"
Laryngitis,vertigo,headache,itchy_nose,pus_discharge,fever,breathing_difficulty,itchy_throat,loss_of_smell,"['vertigo', 'headache', 'itchy_nose', 'pus_discharge', 'fever', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,nosebleeds,ear_pain,facial_pain,dry_cough,nasal_congestion,breathing_difficulty,itchy_throat,loss_of_smell,"['nosebleeds', 'ear_pain', 'facial_pain', 'dry_cough', 'nasal_congestion', 'breathing_difficulty', 'itchy_throat', 'loss_of_smell']"
Otitis Externa,vertigo,tinnitus,itchy_nose,dry_cough,nasal_congestion,postnasal_drip,postnasal_drip,loss_of_smell,"['vertigo', 'tinnitus', 'itchy_nose', 'dry_cough', 'nasal_congestion', 'postnasal_drip', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,hoarseness,fever,hearing_difficulty,swollen_lymph_nodes,throat_irritation,redness_ear_canal,headache,loss_of_smell,"['hoarseness', 'fever', 'hearing_difficulty', 'swollen_lymph_nodes', 'throat_irritation', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Tinnitus,sore_throat,ear_pain,hearing_loss,ear_fullness,snoring,vomiting,loss_of_balance,loss_of_smell,"['sore_throat', 'ear_pain', 'hearing_loss', 'ear_fullness', 'snoring', 'vomiting', 'loss_of_balance', 'loss_of_smell']"
Otitis Externa,nasal_obstruction,ear_pain,nasal_irritation,disturbed_sleep,fever,postnasal_drip,loss_of_balance,loss_of_smell,"['nasal_obstruction', 'ear_pain', 'nasal_irritation', 'disturbed_sleep', 'fever', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Tonsillitis,ear_pain,difficulty_swallowing,nasal_irritation,swollen_lymph_nodes,fever,redness_ear_canal,headache,loss_of_smell,"['ear_pain', 'difficulty_swallowing', 'nasal_irritation', 'swollen_lymph_nodes', 'fever', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Externa,hoarseness,buzzing_in_ears,nasal_irritation,facial_pain,fever,white_patches_throat,postnasal_drip,loss_of_smell,"['hoarseness', 'buzzing_in_ears', 'nasal_irritation', 'facial_pain', 'fever', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Otitis Media,nasal_obstruction,headache,fever,disturbed_sleep,red_tonsils,redness_ear_canal,headache,loss_of_smell,"['nasal_obstruction', 'headache', 'fever', 'disturbed_sleep', 'red_tonsils', 'redness_ear_canal', 'headache', 'loss_of_smell']"
Otitis Externa,hoarseness,difficulty_swallowing,facial_pain,fluid_discharge,irritability,vomiting,itchy_throat,loss_of_smell,"['hoarseness', 'difficulty_swallowing', 'facial_pain', 'fluid_discharge', 'irritability', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Sinusitis,ear_itching,buzzing_in_ears,headache,ear_fullness,nasal_congestion,breathing_difficulty,loss_of_balance,loss_of_smell,"['ear_itching', 'buzzing_in_ears', 'headache', 'ear_fullness', 'nasal_congestion', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Allergic Rhinitis,sneezing,crusting_in_nose,facial_pain,watery_eyes,red_tonsils,white_patches_throat,postnasal_drip,loss_of_smell,"['sneezing', 'crusting_in_nose', 'facial_pain', 'watery_eyes', 'red_tonsils', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Epistaxis,sneezing,tinnitus,sore_throat,facial_pain,irritability,vomiting,itchy_throat,loss_of_smell,"['sneezing', 'tinnitus', 'sore_throat', 'facial_pain', 'irritability', 'vomiting', 'itchy_throat', 'loss_of_smell']"
Otitis Media,sore_throat,headache,hearing_difficulty,pus_discharge,red_tonsils,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'headache', 'hearing_difficulty', 'pus_discharge', 'red_tonsils', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,nasal_congestion,loss_of_voice,swelling_ear_canal,ear_fullness,nausea,vomiting,postnasal_drip,loss_of_smell,"['nasal_congestion', 'loss_of_voice', 'swelling_ear_canal', 'ear_fullness', 'nausea', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,sneezing,recurrent_sinus_infections,fever,thick_nasal_discharge,fever,vomiting,postnasal_drip,loss_of_smell,"['sneezing', 'recurrent_sinus_infections', 'fever', 'thick_nasal_discharge', 'fever', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Meniere’s Disease,nosebleeds,headache,facial_pain,disturbed_sleep,nausea,white_patches_throat,postnasal_drip,loss_of_smell,"['nosebleeds', 'headache', 'facial_pain', 'disturbed_sleep', 'nausea', 'white_patches_throat', 'postnasal_drip', 'loss_of_smell']"
Allergic Rhinitis,sneezing,tinnitus,hearing_difficulty,dry_cough,fever,redness_ear_canal,loss_of_balance,loss_of_smell,"['sneezing', 'tinnitus', 'hearing_difficulty', 'dry_cough', 'fever', 'redness_ear_canal', 'loss_of_balance', 'loss_of_smell']"
Meniere’s Disease,nosebleeds,runny_nose,headache,dry_cough,red_tonsils,breathing_difficulty,postnasal_drip,loss_of_smell,"['nosebleeds', 'runny_nose', 'headache', 'dry_cough', 'red_tonsils', 'breathing_difficulty', 'postnasal_drip', 'loss_of_smell']"
Deviated Septum,nosebleeds,ear_pain,headache,blood_in_nasal_discharge,snoring,postnasal_drip,loss_of_balance,loss_of_smell,"['nosebleeds', 'ear_pain', 'headache', 'blood_in_nasal_discharge', 'snoring', 'postnasal_drip', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,sneezing,fever,itchy_nose,facial_pain,red_tonsils,white_patches_throat,loss_of_balance,loss_of_smell,"['sneezing', 'fever', 'itchy_nose', 'facial_pain', 'red_tonsils', 'white_patches_throat', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,sore_throat,headache,hearing_difficulty,pus_discharge,red_tonsils,vomiting,postnasal_drip,loss_of_smell,"['sore_throat', 'headache', 'hearing_difficulty', 'pus_discharge', 'red_tonsils', 'vomiting', 'postnasal_drip', 'loss_of_smell']"
Tonsillitis,nasal_congestion,buzzing_in_ears,hearing_difficulty,dry_cough,fever,loss_of_balance,ear_tugging,loss_of_smell,"['nasal_congestion', 'buzzing_in_ears', 'hearing_difficulty', 'dry_cough', 'fever', 'loss_of_balance', 'ear_tugging', 'loss_of_smell']"
Tonsillitis,sore_throat,ear_pain,nasal_irritation,disturbed_sleep,fever,loss_of_balance,headache,loss_of_smell,"['sore_throat', 'ear_pain', 'nasal_irritation', 'disturbed_sleep', 'fever', 'loss_of_balance', 'headache', 'loss_of_smell']"
Meniere’s Disease,sore_throat,crusting_in_nose,swelling_ear_canal,watery_eyes,snoring,breathing_difficulty,loss_of_balance,loss_of_smell,"['sore_throat', 'crusting_in_nose', 'swelling_ear_canal', 'watery_eyes', 'snoring', 'breathing_difficulty', 'loss_of_balance', 'loss_of_smell']"
Otitis Media,nasal_congestion,loss_of_voice,swelling_ear_canal,thick_nasal_discharge,fever,vomiting,headache,loss_of_smell,"['nasal_congestion', 'loss_of_voice', 'swelling_ear_canal', 'thick_nasal_discharge', 'fever', 'vomiting', 'headache', 'loss_of_smell']"
Tinnitus,nasal_congestion,recurrent_sinus_infections,itchy_nose,disturbed_sleep,irritability,redness_ear_canal,ear_tugging,loss_of_smell,"['nasal_congestion', 'recurrent_sinus_infections', 'itchy_nose', 'disturbed_sleep', 'irritability', 'redness_ear_canal', 'ear_tugging', 'loss_of_smell']"
